"","Chromosome","Position","Name"
"917",4,24373041,"R:A-MEXP-192:RP11-497E20"
"918",4,25039184,"R:A-MEXP-192:RP11-419K15"
"919",4,25096174,"R:A-MEXP-192:RP11-405D14"
"920",4,25470409,"R:A-MEXP-192:RP11-421A17"
"921",4,26611868,"R:A-MEXP-192:RP11-508J3"
"922",4,26632983,"R:A-MEXP-192:RP11-488C8"
"923",4,30264721,"R:A-MEXP-192:RP11-495L18"
"924",4,37078571,"R:A-MEXP-192:RP11-303C12"
"925",4,37334298,"R:A-MEXP-192:RP11-306D6"
"926",4,37344345,"R:A-MEXP-192:RP11-314P13"
"927",4,37506396,"R:A-MEXP-192:RP11-522A5"
"928",4,39151484,"R:A-MEXP-192:RP11-488J13"
"929",4,39260362,"R:A-MEXP-192:RP11-509H1"
"930",4,40163655,"R:A-MEXP-192:RP11-315F5"
"931",4,40172721,"R:A-MEXP-192:RP11-300N15"
"932",4,40203589,"R:A-MEXP-192:RP11-409G19"
"933",4,40281343,"R:A-MEXP-192:RP11-411O14"
"934",4,41012263,"R:A-MEXP-192:RP11-397A2"
"935",4,41111014,"R:A-MEXP-192:RP11-313B18"
"936",4,41261636,"R:A-MEXP-192:RP11-331M18"
"937",4,41471015,"R:A-MEXP-192:RP11-316N3"
"938",4,41502438,"R:A-MEXP-192:RP11-388I1"
"939",4,41540326,"R:A-MEXP-192:RP11-414K6"
"940",4,41680230,"R:A-MEXP-192:RP11-323G14"
"941",4,47106942,"R:A-MEXP-192:RP11-425J11"
"942",4,47435533,"R:A-MEXP-192:RP11-410K1"
"943",4,48301536,"R:A-MEXP-192:RP11-331G14"
"944",4,48735460,"R:A-MEXP-192:RP11-317G22"
"945",4,52716192,"R:A-MEXP-192:RP11-420L16"
"946",4,52804096,"R:A-MEXP-192:RP11-515O9"
"947",4,53151676,"R:A-MEXP-192:RP11-290G1"
"948",4,54015740,"R:A-MEXP-192:RP11-481M13"
"949",4,54068717,"R:A-MEXP-192:RP11-293F15"
"950",4,54203198,"R:A-MEXP-192:RP11-310P3"
"951",4,54601617,"R:A-MEXP-192:RP11-512P14"
"952",4,55691939,"R:A-MEXP-192:RP11-335F14"
"953",4,55814779,"R:A-MEXP-192:RP11-397F6"
"954",4,55943743,"R:A-MEXP-192:RP11-504F11"
"955",4,55964176,"R:A-MEXP-192:RP11-421J2"
"956",4,56074421,"R:A-MEXP-192:RP11-317B15"
"957",4,56088673,"R:A-MEXP-192:RP11-300G17"
"958",4,56139700,"R:A-MEXP-192:RP11-510G2"
"959",4,56478356,"R:A-MEXP-192:RP11-521J23"
"960",4,62349751,"R:A-MEXP-192:RP11-505O3"
"961",4,62739830,"R:A-MEXP-192:RP11-306D22"
"962",4,65044259,"R:A-MEXP-192:RP11-304O19"
"963",4,66069234,"R:A-MEXP-192:RP11-387J11"
"964",4,66069296,"R:A-MEXP-192:RP11-388C20"
"965",4,68008032,"R:A-MEXP-192:RP11-301E21"
"966",4,71874691,"R:A-MEXP-192:RP11-486P6"
"967",4,71999264,"R:A-MEXP-192:RP11-544I21"
"968",4,75064251,"R:A-MEXP-192:RP11-294B21"
"969",4,75079120,"R:A-MEXP-192:RP11-367M19"
"970",4,75211598,"R:A-MEXP-192:RP11-312D7"
"971",4,77417853,"R:A-MEXP-192:RP11-299J2"
"972",4,77592038,"R:A-MEXP-192:RP11-302I16"
"973",4,78345051,"R:A-MEXP-192:RP11-289G6"
"974",4,78445358,"R:A-MEXP-192:RP11-342H19"
"975",4,78842099,"R:A-MEXP-192:RP11-294N17"
"976",4,79774200,"R:A-MEXP-192:RP11-408E3"
"977",4,79799972,"R:A-MEXP-192:RP11-326K4"
"978",4,82625813,"R:A-MEXP-192:RP11-326O2"
"979",4,82704730,"R:A-MEXP-192:RP11-330O3"
"980",4,83713814,"R:A-MEXP-192:RP11-502M9"
"981",4,87213873,"R:A-MEXP-192:RP11-458G13"
"982",4,88690791,"R:A-MEXP-192:RP11-464H18"
"983",4,88695171,"R:A-MEXP-192:RP11-434C15"
"984",4,88756379,"R:A-MEXP-192:RP11-489J7"
"985",4,90474172,"R:A-MEXP-192:RP11-443D13"
"986",4,90912155,"R:A-MEXP-192:RP11-463L2"
"987",4,90961842,"R:A-MEXP-192:RP11-468M1"
"988",4,95386591,"R:A-MEXP-192:RP11-434K14"
"989",4,95515460,"R:A-MEXP-192:RP11-452H7"
"990",4,95678491,"R:A-MEXP-192:RP11-570N13"
"991",4,96293378,"R:A-MEXP-192:RP11-573E14"
"992",4,96440895,"R:A-MEXP-192:RP11-539C22"
"993",4,99629444,"R:A-MEXP-192:RP11-470F2"
"994",4,99817036,"R:A-MEXP-192:RP11-469F4"
"995",4,106557035,"R:A-MEXP-192:RP11-329E2"
"996",4,106725029,"R:A-MEXP-192:RP11-334G24"
"997",4,106825401,"R:A-MEXP-192:RP11-525F1"
"998",4,109755502,"R:A-MEXP-192:RP11-501L16"
"999",4,111764131,"R:A-MEXP-192:RP11-359F1"
"1000",4,111798601,"R:A-MEXP-192:RP11-380D23"
"1001",4,115071213,"R:A-MEXP-192:RP11-512P7"
"1002",4,115181152,"R:A-MEXP-192:RP11-507I23"
"1003",4,118836451,"R:A-MEXP-192:RP11-430F23"
"1004",4,118854615,"R:A-MEXP-192:RP11-335K15"
"1005",4,119419100,"R:A-MEXP-192:RP11-313F19"
"1006",4,119433539,"R:A-MEXP-192:RP11-402D8"
"1007",4,121335171,"R:A-MEXP-192:RP11-522G3"
"1008",4,121377300,"R:A-MEXP-192:RP11-508I20"
"1009",4,121377366,"R:A-MEXP-192:RP11-508O22"
"1010",4,122853521,"R:A-MEXP-192:RP11-429E21"
"1011",4,122946752,"R:A-MEXP-192:RP11-322O18"
"1012",4,124568831,"R:A-MEXP-192:RP11-389B11"
"1013",4,124627861,"R:A-MEXP-192:RP11-_SEQ_MOVED_306G1"
"1014",4,126666607,"R:A-MEXP-192:RP11-574G3"
"1015",4,126770403,"R:A-MEXP-192:RP11-548C17"
"1016",4,129037796,"R:A-MEXP-192:RP11-324A20"
"1017",4,129131816,"R:A-MEXP-192:RP11-398H1"
"1018",4,129506135,"R:A-MEXP-192:RP11-493F16"
"1019",4,130062540,"R:A-MEXP-192:RP11-447I16"
"1020",4,130206823,"R:A-MEXP-192:RP11-489M9"
"1021",4,134475712,"R:A-MEXP-192:RP11-331J13"
"1022",4,139310423,"R:A-MEXP-192:RP11-336L3"
"1023",4,140154858,"R:A-MEXP-192:RP11-375P10"
"1024",4,140718089,"R:A-MEXP-192:RP11-295E22"
"1025",4,140748550,"R:A-MEXP-192:RP11-291M3"
"1026",4,141238664,"R:A-MEXP-192:RP11-418P18"
"1027",4,141372403,"R:A-MEXP-192:RP11-392B6"
"1028",4,141403605,"R:A-MEXP-192:RP11-390N13"
"1029",4,143540525,"R:A-MEXP-192:RP11-432P15"
"1030",4,143597240,"R:A-MEXP-192:RP11-413M22"
"1031",4,143697268,"R:A-MEXP-192:RP11-315C10"
"1032",4,144932748,"R:A-MEXP-192:RP11-424A19"
"1033",4,146912621,"R:A-MEXP-192:RP11-387E6"
"1034",4,146986965,"R:A-MEXP-192:RP11-292M9"
"1035",4,147038050,"R:A-MEXP-192:RP11-294H8"
"1036",4,149164727,"R:A-MEXP-192:RP11-483B24"
"1037",4,153101313,"R:A-MEXP-192:RP11-503L23"
"1038",4,154378318,"R:A-MEXP-192:RP11-503H23"
"1039",4,155655324,"R:A-MEXP-192:RP11-308I16"
"1040",4,155691226,"R:A-MEXP-192:RP11-331F13"
"1041",4,155856642,"R:A-MEXP-192:RP11-314C18"
"1042",4,155864464,"R:A-MEXP-192:RP11-425N5"
"1043",4,160434411,"R:A-MEXP-192:RP11-524B5"
"1044",4,160644740,"R:A-MEXP-192:RP11-527H16"
"1045",4,162494022,"R:A-MEXP-192:RP11-299O17"
"1046",4,164797448,"R:A-MEXP-192:RP11-488P8"
"1047",4,164826242,"R:A-MEXP-192:RP11-493C20"
"1048",4,164949687,"R:A-MEXP-192:RP11-482J10"
"1049",4,169617754,"R:A-MEXP-192:RP11-512C14"
"1050",4,169652616,"R:A-MEXP-192:RP11-517K22"
"1051",4,175758470,"R:A-MEXP-192:RP11-511O14"
"1052",4,186294567,"R:A-MEXP-192:RP11-386B13"
"1053",4,186311368,"R:A-MEXP-192:RP11-331E2"
"1054",4,186443338,"R:A-MEXP-192:RP11-325F5"
"1055",5,367564,"R:A-MEXP-192:RP11-475B8"
"1056",5,468923,"R:A-MEXP-192:RP11-317B20"
"1057",5,491105,"R:A-MEXP-192:RP11-300J8"
"1058",5,505112,"R:A-MEXP-192:RP11-305P11"
"1059",5,517591,"R:A-MEXP-192:RP11-487N22"
"1060",5,518899,"R:A-MEXP-192:RP11-310P5"
"1061",5,520207,"R:A-MEXP-192:RP11-305O11"
"1062",5,1103598,"R:A-MEXP-192:RP11-471P21"
"1063",5,1869006,"R:A-MEXP-192:RP11-443F18"
"1064",5,2692007,"R:A-MEXP-192:RP11-289J13"
"1065",5,3704193,"R:A-MEXP-192:RP11-437F24"
"1066",5,4943436,"R:A-MEXP-192:RP11-534E21"
"1067",5,6515861,"R:A-MEXP-192:RP11-572D16"
"1068",5,6545417,"R:A-MEXP-192:RP11-442F3"
"1069",5,8949425,"R:A-MEXP-192:RP11-408G13"
"1070",5,9020555,"R:A-MEXP-192:RP11-317L15"
"1071",5,9088893,"R:A-MEXP-192:RP11-332O23"
"1072",5,9480215,"R:A-MEXP-192:RP11-535C10"
"1073",5,10435610,"R:A-MEXP-192:RP11-516N6"
"1074",5,10490723,"R:A-MEXP-192:RP11-562G5"
"1075",5,14308030,"R:A-MEXP-192:RP11-481M12"
"1076",5,15663661,"R:A-MEXP-192:RP11-509B9"
"1077",5,15728046,"R:A-MEXP-192:RP11-543L4"
"1078",5,15810288,"R:A-MEXP-192:RP11-538E2"
"1079",5,16438590,"R:A-MEXP-192:RP11-297H22"
"1080",5,16505510,"R:A-MEXP-192:RP11-411M10"
"1081",5,16718562,"R:A-MEXP-192:RP11-491O10"
"1082",5,17417701,"R:A-MEXP-192:RP11-321E2"
"1083",5,17571225,"R:A-MEXP-192:RP11-_SEQ_MOVED_386C3"
"1084",5,19706591,"R:A-MEXP-192:RP11-419L11"
"1085",5,19853918,"R:A-MEXP-192:RP11-332K4"
"1086",5,20595572,"R:A-MEXP-192:RP11-403O23"
"1087",5,31871565,"R:A-MEXP-192:RP11-437P15"
"1088",5,31884281,"R:A-MEXP-192:RP11-518I2"
"1089",5,32078916,"R:A-MEXP-192:RP11-422J14"
"1090",5,33978521,"R:A-MEXP-192:RP11-509H22"
"1091",5,37120862,"R:A-MEXP-192:RP11-325L22"
"1092",5,37732072,"R:A-MEXP-192:RP11-493D24"
"1093",5,37848560,"R:A-MEXP-192:RP11-493F24"
"1094",5,39225093,"R:A-MEXP-192:RP11-305H14"
"1095",5,39337469,"R:A-MEXP-192:RP11-339P2"
"1096",5,39422055,"R:A-MEXP-192:RP11-402F19"
"1097",5,40718568,"R:A-MEXP-192:RP11-311J12"
"1098",5,40861154,"R:A-MEXP-192:RP11-413J1"
"1099",5,41156210,"R:A-MEXP-192:RP11-507F11"
"1100",5,41716092,"R:A-MEXP-192:RP11-495A2"
"1101",5,41777244,"R:A-MEXP-192:RP11-515F7"
"1102",5,41948531,"R:A-MEXP-192:RP11-316L24"
"1103",5,43315392,"R:A-MEXP-192:RP11-451L18"
"1104",5,50100501,"R:A-MEXP-192:RP11-317O24"
"1105",5,50177078,"R:A-MEXP-192:RP11-376M22"
"1106",5,53067871,"R:A-MEXP-192:RP11-541M5"
"1107",5,54592439,"R:A-MEXP-192:RP11-396H23"
"1108",5,55353050,"R:A-MEXP-192:RP11-342H5"
"1109",5,58879150,"R:A-MEXP-192:RP11-317C19"
"1110",5,58879169,"R:A-MEXP-192:RP11-_SEQ_MOVED_357L11"
"1111",5,58882014,"R:A-MEXP-192:RP11-290A17"
"1112",5,58970951,"R:A-MEXP-192:RP11-398C18"
"1113",5,59778307,"R:A-MEXP-192:RP11-412M9"
"1114",5,59855161,"R:A-MEXP-192:RP11-429O8"
"1115",5,61719989,"R:A-MEXP-192:RP11-418L19"
"1116",5,61932813,"R:A-MEXP-192:RP11-450A10"
"1117",5,63602257,"R:A-MEXP-192:RP11-292B9"
"1118",5,63628649,"R:A-MEXP-192:RP11-378A1"
"1119",5,64918927,"R:A-MEXP-192:RP11-559O4"
"1120",5,65035744,"R:A-MEXP-192:RP11-558G3"
"1121",5,65505653,"R:A-MEXP-192:RP11-496C22"
"1122",5,67145345,"R:A-MEXP-192:RP11-314P11"
"1123",5,67428621,"R:A-MEXP-192:RP11-404L6"
"1124",5,72108270,"R:A-MEXP-192:RP11-351B18"
"1125",5,72108301,"R:A-MEXP-192:RP11-312C23"
"1126",5,72145081,"R:A-MEXP-192:RP11-306A17"
"1127",5,72242726,"R:A-MEXP-192:RP11-395C16"
"1128",5,73114846,"R:A-MEXP-192:RP11-428C6"
"1129",5,73125989,"R:A-MEXP-192:RP11-399M5"
"1130",5,76645552,"R:A-MEXP-192:RP11-318B10"
"1131",5,76758232,"R:A-MEXP-192:RP11-427P6"
"1132",5,78205814,"R:A-MEXP-192:RP11-317M13"
"1133",5,78528388,"R:A-MEXP-192:RP11-395E17"
"1134",5,81057779,"R:A-MEXP-192:RP11-293A13"
"1135",5,83259903,"R:A-MEXP-192:RP11-391B9"
"1136",5,83396025,"R:A-MEXP-192:RP11-322H15"
"1137",5,86724257,"R:A-MEXP-192:RP11-465C21"
"1138",5,86772244,"R:A-MEXP-192:RP11-501L2"
"1139",5,88051909,"R:A-MEXP-192:RP11-500K22"
"1140",5,92789774,"R:A-MEXP-192:RP11-556A8"
"1141",5,92977168,"R:A-MEXP-192:RP11-519A9"
"1142",5,95154840,"R:A-MEXP-192:RP11-499A22"
"1143",5,96063884,"R:A-MEXP-192:RP11-454B8"
"1144",5,96108931,"R:A-MEXP-192:RP11-496M2"
"1145",5,96134404,"R:A-MEXP-192:RP11-515A19"
"1146",5,98123993,"R:A-MEXP-192:RP11-533M23"
"1147",5,98149022,"R:A-MEXP-192:RP11-489O14"
"1148",5,99888111,"R:A-MEXP-192:RP11-460A14"
"1149",5,102441853,"R:A-MEXP-192:RP11-369B16"
"1150",5,102469355,"R:A-MEXP-192:RP11-330N20"
"1151",5,102556346,"R:A-MEXP-192:RP11-411I8"
"1152",5,107036433,"R:A-MEXP-192:RP11-300J9"
"1153",5,108472809,"R:A-MEXP-192:RP11-296P3"
"1154",5,110842397,"R:A-MEXP-192:RP11-412C13"
"1155",5,111064911,"R:A-MEXP-192:RP11-289P9"
"1156",5,113712152,"R:A-MEXP-192:RP11-_SEQ_MOVED_546B4"
"1157",5,114218030,"R:A-MEXP-192:RP11-315M22"
"1158",5,115551388,"R:A-MEXP-192:RP11-357G20"
"1159",5,115656622,"R:A-MEXP-192:RP11-358B17"
"1160",5,115677590,"R:A-MEXP-192:RP11-396B21"
"1161",5,115681847,"R:A-MEXP-192:RP11-380I16"
"1162",5,115749601,"R:A-MEXP-192:RP11-293G24"
"1163",5,115809386,"R:A-MEXP-192:RP11-411K3"
"1164",5,116613531,"R:A-MEXP-192:RP11-464H3"
"1165",5,122371895,"R:A-MEXP-192:RP11-499F20"
"1166",5,122851353,"R:A-MEXP-192:RP11-569J13"
"1167",5,122851373,"R:A-MEXP-192:RP11-551P24"
"1168",5,127956653,"R:A-MEXP-192:RP11-_SEQ_MOVED_546N21"
"1169",5,131611523,"R:A-MEXP-192:RP11-497L10"
"1170",5,131611581,"R:A-MEXP-192:RP11-295E18"
"1171",5,132076720,"R:A-MEXP-192:RP11-403A4"
"1172",5,132122578,"R:A-MEXP-192:RP11-322L21"
"1173",5,134307847,"R:A-MEXP-192:RP11-561K11"
"1174",5,135374023,"R:A-MEXP-192:RP11-322D10"
"1175",5,136210650,"R:A-MEXP-192:RP11-522J16"
"1176",5,136320178,"R:A-MEXP-192:RP11-484P11"
"1177",5,136373368,"R:A-MEXP-192:RP11-512E3"
"1178",5,136960190,"R:A-MEXP-192:RP11-398I16"
"1179",5,137020727,"R:A-MEXP-192:RP11-330J13"
"1180",5,138297922,"R:A-MEXP-192:RP11-307M22"
"1181",5,138911372,"R:A-MEXP-192:RP11-324M23"
"1182",5,138987319,"R:A-MEXP-192:RP11-414C20"
"1183",5,140643267,"R:A-MEXP-192:RP11-323J18"
"1184",5,141511526,"R:A-MEXP-192:RP11-304N3"
"1185",5,141513920,"R:A-MEXP-192:RP11-386J16"
"1186",5,141914285,"R:A-MEXP-192:RP11-309I1"
"1187",5,142031537,"R:A-MEXP-192:RP11-313M1"
"1188",5,143822181,"R:A-MEXP-192:RP11-427K3"
"1189",5,143844070,"R:A-MEXP-192:RP11-316K15"
"1190",5,144849737,"R:A-MEXP-192:RP11-413N3"
"1191",5,145467957,"R:A-MEXP-192:RP11-467K15"
"1192",5,145473667,"R:A-MEXP-192:RP11-447H24"
"1193",5,145834154,"R:A-MEXP-192:RP11-491A14"
"1194",5,146744230,"R:A-MEXP-192:RP11-523F1"
"1195",5,147817920,"R:A-MEXP-192:RP11-511F22"
"1196",5,148549261,"R:A-MEXP-192:RP11-523P24"
"1197",5,148714065,"R:A-MEXP-192:RP11-485P10"
"1198",5,149345692,"R:A-MEXP-192:RP11-498L11"
"1199",5,149473600,"R:A-MEXP-192:RP11-498N11"
"1200",5,149976373,"R:A-MEXP-192:RP11-339J6"
"1201",5,153647250,"R:A-MEXP-192:RP11-314P8"
"1202",5,153669711,"R:A-MEXP-192:RP11-322C5"
"1203",5,156762689,"R:A-MEXP-192:RP11-473G12"
"1204",5,156834033,"R:A-MEXP-192:RP11-470O5"
"1205",5,156890334,"R:A-MEXP-192:RP11-455A15"
"1206",5,159746399,"R:A-MEXP-192:RP11-355O8"
"1207",5,162653540,"R:A-MEXP-192:RP11-302C7"
"1208",5,167482191,"R:A-MEXP-192:RP11-316M8"
"1209",5,167598516,"R:A-MEXP-192:RP11-516P13"
"1210",5,170231354,"R:A-MEXP-192:RP11-442K2"
"1211",5,172130015,"R:A-MEXP-192:RP11-347A11"
"1212",5,172789839,"R:A-MEXP-192:RP11-335E2"
"1213",5,172851020,"R:A-MEXP-192:RP11-346N16"
"1214",5,172915991,"R:A-MEXP-192:RP11-317G4"
"1215",5,172917300,"R:A-MEXP-192:RP11-319K18"
"1216",5,175530250,"R:A-MEXP-192:RP11-434L24"
"1217",5,175621963,"R:A-MEXP-192:RP11-538N21"
"1218",5,175850151,"R:A-MEXP-192:RP11-568P11"
"1219",5,176897616,"R:A-MEXP-192:RP11-449M20"
"1220",5,176933578,"R:A-MEXP-192:RP11-563H3"
"1221",5,180142709,"R:A-MEXP-192:RP11-516K1"
"1222",5,180150184,"R:A-MEXP-192:RP11-516M1"
"1223",5,180331881,"R:A-MEXP-192:RP11-437D1"
"1224",6,2326832,"R:A-MEXP-192:RP11-402G10"
"1225",6,2334830,"R:A-MEXP-192:RP11-318F17"
"1226",6,2782470,"R:A-MEXP-192:RP11-427N7"
"1227",6,2962116,"R:A-MEXP-192:RP11-318A11"
"1228",6,3496283,"R:A-MEXP-192:RP11-334M4"
"1229",6,3667942,"R:A-MEXP-192:RP11-320O19"
"1230",6,4339640,"R:A-MEXP-192:RP11-498B10"
"1231",6,4366983,"R:A-MEXP-192:RP11-450P20"
"1232",6,4412692,"R:A-MEXP-192:RP11-575L18"
"1233",6,5789658,"R:A-MEXP-192:RP11-324B14"
"1234",6,5882950,"R:A-MEXP-192:RP11-394I9"
"1235",6,7302660,"R:A-MEXP-192:RP11-318G16"
"1236",6,7485724,"R:A-MEXP-192:RP11-361O13"
"1237",6,11117830,"R:A-MEXP-192:RP11-375E15"
"1238",6,11171606,"R:A-MEXP-192:RP11-369I20"
"1239",6,11235174,"R:A-MEXP-192:RP11-394F5"
"1240",6,11246621,"R:A-MEXP-192:RP11-341J8"
"1241",6,14044317,"R:A-MEXP-192:RP11-405J12"
"1242",6,14375173,"R:A-MEXP-192:RP11-527K3"
"1243",6,15601264,"R:A-MEXP-192:RP11-521L19"
"1244",6,15696458,"R:A-MEXP-192:RP11-568O4"
"1245",6,19933669,"R:A-MEXP-192:RP11-455N6"
"1246",6,20566786,"R:A-MEXP-192:RP11-437H15"
"1247",6,20601499,"R:A-MEXP-192:RP11-437E18"
"1248",6,20951126,"R:A-MEXP-192:RP11-424H23"
"1249",6,21028202,"R:A-MEXP-192:RP11-457K17"
"1250",6,24070664,"R:A-MEXP-192:RP11-331A20"
"1251",6,24280006,"R:A-MEXP-192:RP11-301P15"
"1252",6,25069683,"R:A-MEXP-192:RP11-317N13"
"1253",6,25117526,"R:A-MEXP-192:RP11-375J4"
"1254",6,25189300,"R:A-MEXP-192:RP11-341K10"
"1255",6,26535378,"R:A-MEXP-192:RP11-391K6"
"1256",6,26654274,"R:A-MEXP-192:RP11-318O14"
"1257",6,28156653,"R:A-MEXP-192:RP11-391B1"
"1258",6,30063105,"R:A-MEXP-192:RP11-487K7"
"1259",6,33315609,"R:A-MEXP-192:RP11-497A24"
"1260",6,33620650,"R:A-MEXP-192:RP11-494G3"
"1261",6,35565456,"R:A-MEXP-192:RP11-295L16"
"1262",6,35651343,"R:A-MEXP-192:RP11-335F21"
"1263",6,36174645,"R:A-MEXP-192:RP11-407L18"
"1264",6,36652804,"R:A-MEXP-192:RP11-397F15"
"1265",6,37040375,"R:A-MEXP-192:RP11-467C17"
"1266",6,41047096,"R:A-MEXP-192:RP11-439P13"
"1267",6,41255728,"R:A-MEXP-192:RP11-557N10"
"1268",6,41751419,"R:A-MEXP-192:RP11-410H9"
"1269",6,41805432,"R:A-MEXP-192:RP11-298J23"
"1270",6,41865316,"R:A-MEXP-192:RP11-431D9"
"1271",6,43052531,"R:A-MEXP-192:RP11-480G8"
"1272",6,43602685,"R:A-MEXP-192:RP11-410B13"
"1273",6,46265007,"R:A-MEXP-192:RP11-478J13"
"1274",6,46296474,"R:A-MEXP-192:RP11-365K20"
"1275",6,46652221,"R:A-MEXP-192:RP11-497J16"
"1276",6,46728871,"R:A-MEXP-192:RP11-540J1"
"1277",6,47702360,"R:A-MEXP-192:RP11-552C8"
"1278",6,49430736,"R:A-MEXP-192:RP11-442D24"
"1279",6,49461459,"R:A-MEXP-192:RP11-456H14"
"1280",6,49480420,"R:A-MEXP-192:RP11-435G10"
"1281",6,50751065,"R:A-MEXP-192:RP11-345N2"
"1282",6,52582533,"R:A-MEXP-192:RP11-538L4"
"1283",6,52723139,"R:A-MEXP-192:RP11-550P18"
"1284",6,52942783,"R:A-MEXP-192:RP11-464P23"
"1285",6,53495948,"R:A-MEXP-192:RP11-445L5"
"1286",6,53506069,"R:A-MEXP-192:RP11-512A10"
"1287",6,55881793,"R:A-MEXP-192:RP11-565P1"
"1288",6,56267231,"R:A-MEXP-192:RP11-448K1"
"1289",6,56407416,"R:A-MEXP-192:RP11-397F11"
"1290",6,56420061,"R:A-MEXP-192:RP11-509P19"
"1291",6,56431657,"R:A-MEXP-192:RP11-408H21"
"1292",6,56570827,"R:A-MEXP-192:RP11-_SEQ_MOVED_504F16"
"1293",6,56627715,"R:A-MEXP-192:RP11-485L10"
"1294",6,56636660,"R:A-MEXP-192:RP11-370G24"
"1295",6,57004804,"R:A-MEXP-192:RP11-519E3"
"1296",6,62272437,"R:A-MEXP-192:RP11-321I5"
"1297",6,62348060,"R:A-MEXP-192:RP11-313O10"
"1298",6,64204584,"R:A-MEXP-192:RP11-561K13"
"1299",6,64253680,"R:A-MEXP-192:RP11-555G21"
"1300",6,66692846,"R:A-MEXP-192:RP11-378A10"
"1301",6,69531385,"R:A-MEXP-192:RP11-560P12"
"1302",6,71495238,"R:A-MEXP-192:RP11-358L18_1"
"1303",6,71628243,"R:A-MEXP-192:RP11-370P23_1"
"1304",6,73926265,"R:A-MEXP-192:RP11-567C14"
"1305",6,74011952,"R:A-MEXP-192:RP11-398K22"
"1306",6,74323345,"R:A-MEXP-192:RP11-380C14"
"1307",6,76019424,"R:A-MEXP-192:RP11-429B5"
"1308",6,79086000,"R:A-MEXP-192:RP11-497D19"
"1309",6,81083056,"R:A-MEXP-192:RP11-316P15"
"1310",6,81099231,"R:A-MEXP-192:RP11-425N11"
"1311",6,81111829,"R:A-MEXP-192:RP11-346C19"
"1312",6,90110780,"R:A-MEXP-192:RP11-339M23"
"1313",6,90131503,"R:A-MEXP-192:RP11-377P1"
"1314",6,90397512,"R:A-MEXP-192:RP11-388E3"
"1315",6,90487643,"R:A-MEXP-192:RP11-417L2"
"1316",6,90997183,"R:A-MEXP-192:RP11-402C18"
"1317",6,91235157,"R:A-MEXP-192:RP11-391C1"
"1318",6,96945962,"R:A-MEXP-192:RP11-574D9"
"1319",6,99919784,"R:A-MEXP-192:RP11-290C18"
"1320",6,99988837,"R:A-MEXP-192:RP11-290C19"
"1321",6,100627649,"R:A-MEXP-192:RP11-291I19"
"1322",6,100691093,"R:A-MEXP-192:RP11-421D20"
"1323",6,102119058,"R:A-MEXP-192:RP11-347H8"
"1324",6,102274057,"R:A-MEXP-192:RP11-553A16"
"1325",6,102274220,"R:A-MEXP-192:RP11-319P21"
"1326",6,105838799,"R:A-MEXP-192:RP11-552G15"
"1327",6,107526225,"R:A-MEXP-192:RP11-_SEQ_MOVED_542J20"
"1328",6,108214884,"R:A-MEXP-192:RP11-522A1"
"1329",6,111851609,"R:A-MEXP-192:RP11-343E13"
"1330",6,112517106,"R:A-MEXP-192:RP11-557P19"
"1331",6,112568524,"R:A-MEXP-192:RP11-403C9"
"1332",6,118943383,"R:A-MEXP-192:RP11-411H20"
"1333",6,119020575,"R:A-MEXP-192:RP11-391M10"
"1334",6,124946695,"R:A-MEXP-192:RP11-309E9"
"1335",6,125432290,"R:A-MEXP-192:RP11-510M14"
"1336",6,125455256,"R:A-MEXP-192:RP11-295M22"
"1337",6,125622962,"R:A-MEXP-192:RP11-553G17"
"1338",6,125638760,"R:A-MEXP-192:RP11-488I7"
"1339",6,128564961,"R:A-MEXP-192:RP11-359L3"
"1340",6,128573237,"R:A-MEXP-192:RP11-388E24"
"1341",6,128672105,"R:A-MEXP-192:RP11-331A11"
"1342",6,130351321,"R:A-MEXP-192:RP11-357H9"
"1343",6,130405100,"R:A-MEXP-192:RP11-421F5"
"1344",6,130503996,"R:A-MEXP-192:RP11-337C14"
"1345",6,131155016,"R:A-MEXP-192:RP11-425J16"
"1346",6,131936194,"R:A-MEXP-192:RP11-553F18"
"1347",6,131982461,"R:A-MEXP-192:RP11-469I16"
"1348",6,136464215,"R:A-MEXP-192:RP11-529H17"
"1349",6,136582139,"R:A-MEXP-192:RP11-409I11"
"1350",6,136622877,"R:A-MEXP-192:RP11-289H15"
"1351",6,138672914,"R:A-MEXP-192:RP11-327O9"
"1352",6,138784965,"R:A-MEXP-192:RP11-336L8"
"1353",6,139012272,"R:A-MEXP-192:RP11-390P2"
"1354",6,139155625,"R:A-MEXP-192:RP11-390P6"
"1355",6,139285617,"R:A-MEXP-192:RP11-447P6"
"1356",6,139418653,"R:A-MEXP-192:RP11-433F11"
"1357",6,139528718,"R:A-MEXP-192:RP11-503F9"
"1358",6,143685429,"R:A-MEXP-192:RP11-378N8"
"1359",6,145104466,"R:A-MEXP-192:RP11-291K8"
"1360",6,146855042,"R:A-MEXP-192:RP11-293N6"
"1361",6,146917530,"R:A-MEXP-192:RP11-311J14"
"1362",6,147700989,"R:A-MEXP-192:RP11-361F15"
"1363",6,147798967,"R:A-MEXP-192:RP11-449O12"
"1364",6,147799209,"R:A-MEXP-192:RP11-434K8"
"1365",6,147849855,"R:A-MEXP-192:RP11-_SEQ_MOVED_525F9"
"1366",6,148781441,"R:A-MEXP-192:RP11-294L8"
"1367",6,151510426,"R:A-MEXP-192:RP11-476E13"
